2024-03-02 23:30:39,428 INFO    MainThread:60014 [wandb_setup.py:_flush():76] Current SDK version is 0.16.3
2024-03-02 23:30:39,429 INFO    MainThread:60014 [wandb_setup.py:_flush():76] Configure stats pid to 60014
2024-03-02 23:30:39,429 INFO    MainThread:60014 [wandb_setup.py:_flush():76] Loading settings from /home/zungwooker/.config/wandb/settings
2024-03-02 23:30:39,429 INFO    MainThread:60014 [wandb_setup.py:_flush():76] Loading settings from /home/zungwooker/gene-cft-2/preprocess/PBA/wandb/settings
2024-03-02 23:30:39,429 INFO    MainThread:60014 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-03-02 23:30:39,429 INFO    MainThread:60014 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-03-02 23:30:39,429 INFO    MainThread:60014 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'train_BCD.py', 'program_abspath': '/home/zungwooker/gene-cft-2/preprocess/PBA/train_BCD.py', 'program': '/home/zungwooker/gene-cft-2/preprocess/PBA/train_BCD.py'}
2024-03-02 23:30:39,429 INFO    MainThread:60014 [wandb_init.py:_log_setup():526] Logging user logs to /home/zungwooker/gene-cft-2/preprocess/PBA/wandb/run-20240302_233039-xf6z2uiq/logs/debug.log
2024-03-02 23:30:39,429 INFO    MainThread:60014 [wandb_init.py:_log_setup():527] Logging internal logs to /home/zungwooker/gene-cft-2/preprocess/PBA/wandb/run-20240302_233039-xf6z2uiq/logs/debug-internal.log
2024-03-02 23:30:39,429 INFO    MainThread:60014 [wandb_init.py:init():566] calling init triggers
2024-03-02 23:30:39,429 INFO    MainThread:60014 [wandb_init.py:init():573] wandb.init called with sweep_config: {}
config: {'random seed': 0, 'learning_rate': 0.0001, 'batch_size': 64, 'epochs': 100, 'note': ''}
2024-03-02 23:30:39,430 INFO    MainThread:60014 [wandb_init.py:init():616] starting backend
2024-03-02 23:30:39,430 INFO    MainThread:60014 [wandb_init.py:init():620] setting up manager
2024-03-02 23:30:39,432 INFO    MainThread:60014 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-03-02 23:30:39,434 INFO    MainThread:60014 [wandb_init.py:init():628] backend started and connected
2024-03-02 23:30:39,441 INFO    MainThread:60014 [wandb_init.py:init():720] updated telemetry
2024-03-02 23:30:39,442 INFO    MainThread:60014 [wandb_init.py:init():753] communicating run to backend with 90.0 second timeout
2024-03-02 23:30:40,012 INFO    MainThread:60014 [wandb_run.py:_on_init():2262] communicating current version
2024-03-02 23:30:40,091 INFO    MainThread:60014 [wandb_run.py:_on_init():2271] got version response 
2024-03-02 23:30:40,091 INFO    MainThread:60014 [wandb_init.py:init():804] starting run threads in backend
2024-03-02 23:30:48,352 INFO    MainThread:60014 [wandb_run.py:_console_start():2241] atexit reg
2024-03-02 23:30:48,352 INFO    MainThread:60014 [wandb_run.py:_redirect():2096] redirect: wrap_raw
2024-03-02 23:30:48,352 INFO    MainThread:60014 [wandb_run.py:_redirect():2161] Wrapping output streams.
2024-03-02 23:30:48,352 INFO    MainThread:60014 [wandb_run.py:_redirect():2186] Redirects installed.
2024-03-02 23:30:48,353 INFO    MainThread:60014 [wandb_init.py:init():847] run started, returning control to user process
2024-03-03 00:57:05,742 WARNING MsgRouterThr:60014 [router.py:message_loop():77] message_loop has been closed
